team,match_up,game_date,w_l,min,pts,fgm,fga,fgp,tpm,tpa,tpp,ftm,fta,ftp,oreb,dreb,reb,ast,stl,blk,tov,pf,p_m,offrtg,derftg,netrtg,astp,astto,astr,orebp,drebp,rebp,tovp,efgp,tsp,pace,pie
UTA,UTA vs. DET,44582,W,240,111,36,79,45.6,10,31,32.3,29,34,85.3,7,37,44,22,3,7,11,21,10,115.6,105.2,10.4,61.1,2,17.2,24.4,76.5,52.1,11.5,51.9,59.1,96,56
UTA,UTA vs. HOU,44580,L,240,111,42,89,47.2,10,38,26.3,17,20,85,11,38,49,26,7,5,9,16,-5,116.8,122.1,-5.3,61.9,2.89,19.5,28.6,70.2,50.9,9.5,52.8,56.7,95,54.4
UTA,UTA @ LAL,44578,L,240,95,31,83,37.3,12,46,26.1,21,24,87.5,8,36,44,21,6,6,16,21,-6,99,105.2,-6.3,67.7,1.31,15.8,29.6,75.5,52.3,16.7,44.6,50.8,96,48.8
UTA,UTA @ DEN,44577,W,240,125,44,84,52.4,15,39,38.5,22,29,75.9,9,42,51,26,8,5,9,16,23,126.3,104.1,22.2,59.1,2.89,19.4,20.9,85.2,56.7,9.1,61.3,64.6,98.5,59.9
UTA,UTA vs. CLE,44573,L,240,91,34,85,40,16,47,34,7,11,63.6,4,28,32,11,7,2,7,16,-20,96.8,118.1,-21.3,32.4,1.57,10,9.6,74.4,37.4,7.4,49.4,50.6,94,34.1
UTA,UTA @ DET,44571,L,240,116,44,86,51.2,11,33,33.3,17,22,77.3,10,30,40,23,9,4,16,16,-10,114.9,124.8,-9.9,52.3,1.44,16.9,27.3,75.6,51.7,15.8,57.6,60.6,101,45.9
UTA,UTA @ IND,44569,L,240,113,40,84,47.6,15,35,42.9,18,19,94.7,9,30,39,20,6,3,15,25,-12,114.1,125,-10.9,50,1.33,15.5,22.2,79.5,48.8,15.2,56.5,61.2,99.5,41.5
UTA,UTA @ TOR,44568,L,240,108,39,81,48.1,17,38,44.7,13,18,72.2,7,33,40,23,3,4,21,21,-14,111.3,124.5,-13.1,59,1.1,17.4,27.3,60.3,46.1,21.6,58.6,60.7,97.5,42.1
UTA,UTA @ DEN,44566,W,240,115,43,92,46.7,14,41,34.1,15,18,83.3,8,36,44,22,7,4,7,18,6,116.2,109,7.2,51.2,3.14,16.9,18.4,80.4,48.4,7.1,54.3,57.5,99.5,52.4
UTA,UTA @ NOP,44564,W,240,115,41,85,48.2,19,39,48.7,14,17,82.4,10,33,43,22,6,4,15,24,11,118.6,106.1,12.4,53.7,1.47,16.9,24.4,66.1,48.6,15.5,59.4,62.2,97.5,56.1
UTA,UTA vs. GSW,44562,L,240,116,40,92,43.5,14,44,31.8,22,28,78.6,15,30,45,19,7,0,13,21,-7,117.2,123,-5.8,47.5,1.46,14,35.2,75,53.1,13.1,51.1,55.6,99.5,41.5
UTA,UTA vs. MIN,44561,W,240,120,37,78,47.4,11,29,37.9,35,41,85.4,10,39,49,18,4,5,18,20,12,120,108,12,48.6,1,13.6,33.3,75.9,57.3,18,54.5,62.5,100,57.3
UTA,UTA @ POR,44559,W,240,120,46,87,52.9,8,29,27.6,20,32,62.5,13,33,46,22,6,3,11,20,15,125,108.2,16.8,47.8,2,16.5,30.6,70.4,51.5,11.5,57.5,59.4,96.5,57.4
UTA,UTA @ SAS,44557,W,240,110,39,86,45.3,9,31,29,23,30,76.7,7,48,55,19,9,4,15,15,6,103.8,98.1,5.7,48.7,1.27,13.9,24,82.8,55.6,14.2,50.6,55.4,106,55.8
UTA,UTA vs. DAL,44555,W,240,120,40,90,44.4,12,36,33.3,28,37,75.7,13,36,49,24,9,6,14,24,4,115.4,111.5,3.8,60,1.71,16.4,32.1,73.1,51.9,13.5,51.1,56.5,104,55.5
UTA,UTA vs. MIN,44553,W,240,128,48,90,53.3,16,39,41,16,22,72.7,10,35,45,31,7,7,15,17,12,125.5,116,9.5,64.6,2.07,20.8,35.6,66.1,52.5,14.7,62.2,64.2,101,56.8
UTA,UTA vs. CHA,44550,W,240,112,34,96,35.4,16,53,30.2,28,37,75.7,22,46,68,21,4,6,17,14,10,105.7,96.2,9.4,61.8,1.24,13.8,36.8,77.4,56.2,16,43.8,49.9,106,53.2
UTA,UTA vs. WAS,44548,L,240,103,35,81,43.2,14,44,31.8,19,30,63.3,8,38,46,17,5,6,16,23,-6,102,109,-7,48.6,1.06,13.4,22,77.8,51,15.8,51.9,54.7,100.5,42.9
UTA,UTA vs. SAS,44547,L,240,126,46,93,49.5,13,37,35.1,21,26,80.8,13,37,50,26,5,6,13,18,-2,121.2,123.1,-1.9,56.5,2,17.8,32.7,75,54.5,12.5,56.5,60.3,104,49.6
UTA,UTA vs. LAC,44545,W,240,124,47,89,52.8,15,37,40.5,15,20,75,8,36,44,26,11,4,10,18,21,122.8,103,19.8,55.3,2.6,19.1,20,78.7,50,9.9,61.2,63.4,100.5,60.5
UTA,UTA @ WAS,44541,W,240,123,48,93,51.6,13,39,33.3,14,17,82.4,12,37,49,28,5,5,9,14,25,125.5,101,24.5,58.3,3.11,20,29.8,76.5,54.1,9.2,58.6,61.2,97.5,64.4
UTA,UTA @ PHI,44539,W,240,118,43,91,47.3,15,40,37.5,17,24,70.8,16,36,52,22,7,5,12,14,22,124.2,102.1,22.1,51.2,1.83,16.2,39.6,74,57.1,12.6,55.5,58.1,94.5,61
UTA,UTA @ MIN,44538,W,240,136,50,88,56.8,25,54,46.3,11,15,73.3,6,42,48,26,6,4,15,20,32,130.8,100,30.8,52,1.73,19,18.4,74.2,53,14.4,71,71.9,104,66.3
UTA,UTA @ CLE,44535,W,240,109,40,90,44.4,20,48,41.7,9,10,90,14,32,46,24,8,5,17,14,1,116,116.1,-0.2,60,1.41,17.8,37.3,64.7,51,18.1,55.6,57.7,93.5,48.7
UTA,UTA vs. BOS,44533,W,240,137,45,81,55.6,27,51,52.9,20,23,87,9,35,44,26,3,3,20,27,7,138.4,128.7,9.7,57.8,1.3,19,31.6,79.5,57.3,20.2,72.2,75.2,100,50.4
UTA,UTA vs. POR,44529,W,240,129,47,89,52.8,19,46,41.3,16,23,69.6,8,35,43,30,6,3,5,19,22,135.8,112.6,23.2,63.8,6,22.1,26.2,74.5,52.7,5.3,63.5,65.1,95,61.3
UTA,UTA vs. NOP,44527,W,240,127,45,80,56.3,20,35,57.1,17,22,77.3,7,34,41,24,9,4,18,25,22,125.7,105,20.7,53.3,1.33,18,20.5,68.4,49,17.8,68.8,70.8,100.5,57.1
UTA,UTA vs. NOP,44526,L,240,97,36,80,45,13,33,39.4,12,18,66.7,9,34,43,17,6,8,18,22,-1,101,101,0,47.2,0.94,13.6,26.1,73.1,51,18.8,53.1,55.2,96.5,46.6
UTA,UTA @ OKC,44524,W,240,110,39,86,45.3,15,47,31.9,17,20,85,7,36,43,19,11,8,10,15,6,110,105.1,4.9,48.7,1.9,14.8,18,84.8,50,10,54.1,58,99.5,54.1
UTA,UTA vs. MEM,44522,L,240,118,41,87,47.1,17,43,39.5,19,25,76,10,36,46,26,5,10,14,20,-1,118,117.8,0.2,63.4,1.86,18.7,26,66.7,47.1,14,56.9,60.2,100.5,49.3
UTA,UTA @ SAC,44520,W,240,123,46,91,50.5,17,39,43.6,14,17,82.4,14,38,52,20,5,2,13,16,18,125.5,109.4,16.1,43.5,1.54,15,37,79.2,59.6,13.3,59.9,62.4,97,57.5
UTA,UTA vs. TOR,44518,W,240,119,44,80,55,19,46,41.3,12,13,92.3,10,36,46,34,8,9,24,18,16,121.4,105.1,16.3,77.3,1.42,23.4,38.9,67.9,56.5,24.5,66.9,69.4,98,60.4
UTA,UTA vs. PHI,44516,W,240,120,46,89,51.7,16,38,42.1,12,19,63.2,6,50,56,27,5,8,11,20,35,121.2,85,36.2,58.7,2.45,19.9,20.8,86.4,57,11.1,60.7,61.6,99.5,66.5
UTA,UTA vs. MIA,44513,L,240,105,35,85,41.2,17,53,32.1,18,25,72,12,26,38,23,13,2,17,19,-6,107.1,114.4,-7.3,65.7,1.35,16.8,30.2,63.6,45.4,17.3,51.2,54.7,97.5,46.8
UTA,UTA vs. IND,44511,L,240,100,39,83,47,9,32,28.1,13,23,56.5,7,30,37,22,6,4,12,16,-11,101,112.1,-11.1,56.4,1.83,17.1,16.3,63.6,41.3,12.1,52.4,53.7,99,47.2
UTA,UTA vs. ATL,44509,W,240,110,41,81,50.6,15,38,39.5,13,16,81.3,8,36,44,21,8,4,15,20,12,119.6,106.5,13,51.2,1.4,16.5,33.3,76.5,57,16.3,59.9,62.5,92,58
UTA,UTA @ ORL,44507,L,240,100,34,89,38.2,8,42,19,24,29,82.8,16,34,50,21,10,7,18,17,-7,103.1,110.3,-7.2,61.8,1.17,14.8,43.9,77.8,58.8,18.6,42.7,49.1,97,45.5
UTA,UTA @ MIA,44506,L,240,115,43,83,51.8,15,45,33.3,14,19,73.7,7,24,31,26,10,3,6,19,-3,125,129.7,-4.7,60.5,4.33,20.5,20.9,70.6,42.9,6.5,60.8,62.9,91.5,48.5
UTA,UTA @ ATL,44504,W,240,116,41,81,50.6,17,41,41.5,17,23,73.9,8,38,46,30,6,4,17,20,18,123.4,104.3,19.1,73.2,1.76,21.7,32.6,80,58.1,18.1,61.1,63.7,94,60.6
UTA,UTA vs. SAC,44502,W,240,119,43,98,43.9,14,48,29.2,19,27,70.4,15,44,59,16,7,6,17,23,6,114.4,107.6,6.8,37.2,0.94,11.2,41.4,78.9,60,16.3,51,54.1,104.5,50.7
UTA,UTA @ MIL,44500,W,240,107,35,75,46.7,12,37,32.4,25,27,92.6,7,37,44,13,6,10,13,10,12,116.3,103.3,13,37.1,1,11.5,23.8,66.7,48.5,14.1,54.7,61.6,92,61.7
UTA,UTA @ CHI,44499,L,240,99,35,92,38,11,38,28.9,18,19,94.7,14,40,54,15,5,7,20,21,-8,96.1,102.9,-6.8,42.9,0.75,11,31.6,77.8,54.1,19.4,44,49.3,103.5,44.5
UTA,UTA @ HOU,44497,W,240,122,41,85,48.2,16,46,34.8,24,30,80,10,48,58,24,8,4,20,23,31,117.3,87.5,29.8,58.5,1.2,16.7,35.6,78.8,61.3,19.2,57.6,62.1,104,70.7
UTA,UTA vs. DEN,44495,W,240,122,44,85,51.8,12,39,30.8,22,29,75.9,8,33,41,20,5,6,14,22,12,120.8,107.8,12.9,45.5,1.43,14.9,28.9,81.8,55.1,13.9,58.8,62.4,101.5,54.2
UTA,UTA @ SAC,44491,W,240,110,37,90,41.1,16,42,38.1,20,23,87,13,38,51,16,14,3,19,17,9,106.8,98.1,8.7,43.2,0.84,11.8,33.3,65.6,50.4,18.4,50,54.9,103,54.2
UTA,UTA vs. OKC,44489,W,240,107,40,91,44,14,47,29.8,13,15,86.7,12,41,53,18,6,5,10,19,21,111.5,90.5,20.9,45,1.8,14.2,27.5,70.5,50.9,10.4,51.6,54.8,95.5,62.7
TOR,TOR @ NYK,44661,L,240,94,36,92,39.1,12,42,28.6,10,11,90.9,9,34,43,27,10,2,14,17,-11,97.9,109.4,-11.5,75,1.93,19.4,28.6,72.9,49,14.6,45.7,48.5,96,43.9
TOR,TOR vs. HOU,44659,W,240,117,44,96,45.8,7,29,24.1,22,23,95.7,13,28,41,20,13,4,10,18,2,113.6,111.7,1.9,45.5,2,14.6,26.9,77.5,48.9,9.7,49.5,55.1,103,50.6
TOR,TOR vs. PHI,44658,W,240,119,45,91,49.5,15,33,45.5,14,18,77.8,12,29,41,22,7,4,11,17,5,126.6,121.3,5.3,48.9,2,16.5,34.7,77.5,53.9,11.7,57.7,60.1,94,50.4
TOR,TOR vs. ATL,44656,W,240,118,44,101,43.6,9,35,25.7,21,31,67.7,20,40,60,20,6,5,8,14,10,120.4,111.3,9.1,45.5,2.5,14,41,79.6,59.1,8.2,48,51.5,97.5,51.8
TOR,TOR vs. MIA,44654,L,240,109,35,83,42.2,12,39,30.8,27,34,79.4,10,28,38,19,12,1,17,20,-5,112.4,117.5,-5.2,54.3,1.12,14.1,37.3,73.2,53.3,17.5,49.4,55.6,97,43.7
TOR,TOR @ ORL,44652,W,240,102,36,86,41.9,13,42,31,17,20,85,10,31,41,21,13,3,10,14,13,106.3,92.7,13.5,58.3,2.1,16.5,21.6,75.6,46.9,10.4,49.4,53.8,96,54.8
TOR,TOR vs. MIN,44650,W,240,125,48,96,50,18,36,50,11,15,73.3,11,36,47,32,9,4,19,23,23,117.9,96.2,21.7,66.7,1.68,20.8,31.4,64.9,49.1,17.9,59.4,60.9,106,58.8
TOR,TOR vs. BOS,44648,W,265,115,46,106,43.4,10,39,25.6,13,18,72.2,16,36,52,16,10,11,10,28,3,108.5,106.7,1.8,34.8,1.6,11.3,31.7,66.1,48.4,9.4,48.1,50.5,95.55,47
TOR,TOR vs. IND,44646,W,240,131,51,84,60.7,15,32,46.9,14,19,73.7,9,33,42,34,9,3,6,16,40,142.4,98.9,43.5,66.7,5.67,25.2,25,74.5,53,6.5,69.6,70.9,92,68.3
TOR,TOR vs. CLE,44644,W,240,117,42,89,47.2,16,37,43.2,17,19,89.5,13,27,40,26,9,5,9,22,13,128.6,114.3,14.3,61.9,2.89,19.4,34.7,74.4,53.3,9.9,56.2,60.1,91,54
TOR,TOR @ CHI,44641,L,240,99,40,91,44,6,32,18.8,13,15,86.7,14,35,49,26,5,6,14,20,-14,108.8,122.8,-14,65,1.86,18.7,42.3,71.7,57.1,15.4,47.3,50.7,91.5,44.6
TOR,TOR @ PHI,44640,W,240,93,35,93,37.6,7,26,26.9,16,23,69.6,20,36,56,16,5,4,9,16,5,101.1,94.6,6.5,45.7,1.78,12.3,36.1,84.8,57,9.8,41.4,45.1,92.5,49.7
TOR,TOR vs. LAL,44638,L,265,123,49,97,50.5,12,37,32.4,13,20,65,16,30,46,25,8,2,12,19,-5,120.6,125.5,-4.9,51,2.08,17.2,35.3,64.2,50,11.8,56.7,58.1,92.38,48.1
TOR,TOR @ LAC,44636,W,240,103,38,83,45.8,11,32,34.4,16,21,76.2,13,30,43,14,5,1,11,12,3,114.4,113.6,0.8,36.8,1.27,11.5,36.7,75.6,54.4,12.2,52.4,55.8,89,46.2
TOR,TOR @ LAL,44634,W,240,114,39,96,40.6,10,37,27,26,36,72.2,19,45,64,24,8,9,13,20,11,109.6,100,9.6,61.5,1.85,15.9,37.1,82.5,58.8,12.5,45.8,51,103.5,59.3
TOR,TOR @ DEN,44632,W,240,127,48,102,47.1,12,31,38.7,19,25,76,23,27,50,28,12,6,8,23,12,132.3,119.8,12.5,58.3,3.5,19,42.9,67.5,53.1,8.3,52.9,56.2,96,52.8
TOR,TOR @ PHX,44631,W,240,117,42,94,44.7,14,32,43.8,19,21,90.5,12,36,48,19,11,4,17,19,5,112.5,107.7,4.8,45.2,1.12,13.7,30.8,80.4,54.1,16.3,52.1,56.7,104,50.1
TOR,TOR @ SAS,44629,W,240,119,41,85,48.2,11,30,36.7,26,28,92.9,13,34,47,12,7,1,10,23,15,121.4,107.2,14.2,29.3,1.2,9.8,29.5,74.5,52.7,10.2,54.7,61.1,97.5,53.1
TOR,TOR @ CLE,44626,L,240,96,37,94,39.4,6,24,25,16,26,61.5,14,31,45,17,13,3,7,20,-8,99,107.2,-8.2,45.9,2.43,13.2,25.8,63.5,43,7.2,42.6,45.5,97,43.7
TOR,TOR vs. ORL,44624,L,240,97,37,93,39.8,12,37,32.4,11,17,64.7,12,42,54,22,2,8,12,18,-6,96,101,-4.9,59.5,1.83,16.2,22,72.9,47.5,11.9,46.2,48.3,101.5,46.3
TOR,TOR vs. DET,44623,L,240,106,36,83,43.4,7,26,26.9,27,36,75,14,27,41,12,5,4,10,22,-2,114,116.1,-2.2,33.3,1.2,9.8,35.3,68.8,51.5,10.8,47.6,53.6,93,45.8
TOR,TOR vs. BKN,44621,W,240,109,41,90,45.6,7,23,30.4,20,23,87,16,32,48,27,5,2,13,19,1,113.5,114.9,-1.4,65.9,2.08,19,38,79.1,57,13.5,49.4,54.4,95,52.7
TOR,TOR @ BKN,44620,W,240,133,51,99,51.5,18,38,47.4,13,22,59.1,16,31,47,35,17,5,13,20,36,131.7,97,34.7,68.6,2.69,22.3,39.6,61.1,50.5,12.9,60.6,61.2,100.5,68.3
TOR,TOR @ ATL,44618,L,240,100,38,95,40,10,32,31.3,14,19,73.7,11,31,42,25,5,2,13,26,-27,100,127,-27,65.8,1.92,17.9,27.9,86.1,49.5,13,45.3,48.4,100,32.4
TOR,TOR @ CHA,44617,L,240,93,37,84,44,6,23,26.1,13,23,56.5,10,26,36,18,6,4,17,12,-32,91.2,122.5,-31.4,48.6,1.06,13.8,22,65.9,42.6,16.7,47.6,49.4,102,32.2
TOR,TOR @ MIN,44608,W,240,103,40,88,45.5,8,25,32,15,19,78.9,9,39,48,21,7,6,13,21,12,104,92.9,11.2,52.5,1.62,15.8,25.5,84,54.5,13.1,50,53.4,98.5,55.8
TOR,TOR @ NOP,44606,L,240,90,29,95,30.5,8,34,23.5,24,31,77.4,19,25,44,8,7,3,8,14,-30,94.7,129,-34.3,27.6,1,6.3,36.6,84.4,51.5,8.4,34.7,41.4,94,25.2
TOR,TOR vs. DEN,44604,L,240,109,43,88,48.9,12,34,35.3,11,17,64.7,8,27,35,22,11,1,7,19,-1,116,115.8,0.2,51.2,3.14,17.5,20.4,63,41.1,7.4,55.7,57.1,94.5,47.5
TOR,TOR @ HOU,44602,W,240,139,53,97,54.6,15,39,38.5,18,22,81.8,14,23,37,25,12,3,12,28,19,135,117.6,17.3,47.2,2.08,17.5,37,63.4,49.4,11.7,62.4,65.1,102.5,55.8
TOR,TOR @ OKC,44601,W,240,117,45,88,51.1,13,35,37.1,14,14,100,10,35,45,22,9,4,16,16,19,119.4,100,19.4,48.9,1.38,16.8,27.9,69.8,51,16.3,58.5,62.1,98,56.4
TOR,TOR @ CHA,44599,W,240,116,41,84,48.8,15,35,42.9,19,29,65.5,14,37,51,21,9,5,18,20,15,114.9,100,14.9,51.2,1.17,15.1,34.7,71.9,54.7,17.8,57.7,59.9,101,54.3
TOR,TOR vs. ATL,44596,W,240,125,46,81,56.8,17,27,63,16,18,88.9,8,37,45,29,7,4,17,18,11,127.6,116.3,11.2,63,1.71,21.2,27,73.1,53.9,17.3,67.3,70.3,98,54.2
TOR,TOR vs. CHI,44595,W,265,127,48,113,42.5,14,36,38.9,17,19,89.5,22,36,58,30,10,5,12,17,7,117.6,109.1,8.5,62.5,2.5,18.4,37.9,73.5,53,11.1,48.7,52.3,98.72,49.6
TOR,TOR vs. MIA,44593,W,240,110,39,81,48.1,12,26,46.2,20,29,69,15,28,43,20,9,3,15,24,4,117,112.8,4.3,51.3,1.33,15.4,34.8,69,51.1,16,55.6,58.7,94,49.3
TOR,TOR @ ATL,44592,W,240,106,38,89,42.7,18,36,50,12,17,70.6,6,37,43,21,7,8,8,15,6,108.2,102,6.1,55.3,2.63,16.4,16.7,84.4,47.5,8.2,52.8,54.9,98,50
TOR,TOR @ MIA,44590,W,315,124,47,107,43.9,16,45,35.6,14,18,77.8,12,41,53,24,15,9,17,22,4,106,100.8,5.1,51.1,1.41,15,31.1,60.9,46.9,14.5,51.4,54,89.9,54.9
TOR,TOR @ CHI,44587,L,240,105,38,79,48.1,12,31,38.7,17,28,60.7,8,26,34,24,8,5,12,17,-6,114.1,118.1,-4,63.2,2,19,20.8,65.9,41.6,13,55.7,57.5,93,45.4
TOR,TOR vs. CHA,44586,W,240,125,43,82,52.4,16,34,47.1,23,29,79.3,7,35,42,27,6,7,17,22,12,126.3,113,13.3,62.8,1.59,19.4,30.2,77.1,54.9,17.2,62.2,66,99.5,54.8
TOR,TOR vs. POR,44584,L,240,105,39,98,39.8,18,54,33.3,9,14,64.3,15,28,43,28,15,8,16,18,-9,105,114,-9,71.8,1.75,18.7,36.1,68.2,49.5,16,49,50.4,100,44.3
TOR,TOR @ WAS,44582,W,240,109,42,90,46.7,11,30,36.7,14,17,82.4,11,29,40,20,10,4,8,15,4,116,112.9,3.1,47.6,2.5,15.7,26,65.9,44.7,8.5,52.8,55.9,93.5,50.4
TOR,TOR @ DAL,44580,L,240,98,35,91,38.5,8,32,25,20,25,80,16,28,44,17,11,1,12,21,-4,103.2,109.7,-6.5,48.6,1.42,12.7,37.3,74.4,52,12.6,42.9,48,94,42.7
TOR,TOR @ MIA,44578,L,240,99,37,90,41.1,13,36,36.1,12,17,70.6,15,30,45,24,9,5,12,21,-5,107.6,113,-5.4,64.9,2,17.8,33.9,70.2,50.5,13,48.3,50.8,92,43.9
TOR,TOR @ MIL,44576,W,240,103,40,91,44,12,35,34.3,11,20,55,16,34,50,25,7,8,15,25,7,108.4,101.1,7.4,62.5,1.67,17.7,38.2,76.5,56.6,15.8,50.5,51.6,95,52.4
TOR,TOR @ DET,44575,L,240,87,28,87,32.2,11,38,28.9,20,26,76.9,16,30,46,18,5,4,11,24,-16,97.8,115.7,-18,64.3,1.64,14.1,35,75,51.9,12.4,38.5,44.2,89,34.8
TOR,TOR vs. PHX,44572,L,240,95,36,89,40.4,8,37,21.6,15,25,60,22,25,47,15,11,3,16,20,-4,103.3,108.8,-5.5,41.7,0.94,11.2,46.6,67.5,55.1,17.4,44.9,47.5,91.5,41.8
TOR,TOR vs. NOP,44570,W,240,105,36,85,42.4,14,34,41.2,19,20,95,15,31,46,18,8,3,13,20,4,115.4,113.5,1.9,50,1.38,14.2,36,76.2,54.3,14.3,50.6,56,90,51.2
TOR,TOR vs. UTA,44568,W,240,122,45,100,45,12,41,29.3,20,25,80,19,29,48,26,11,7,9,17,14,124.5,111.3,13.1,57.8,2.89,17.7,39.7,72.7,53.9,9.2,51,55,97.5,57.9
TOR,TOR @ MIL,44566,W,240,117,42,89,47.2,16,36,44.4,17,25,68,10,34,44,24,8,4,15,20,6,113.6,108.8,4.8,57.1,1.6,17.3,28,70.8,49,14.6,56.2,58.5,102.5,50.9
TOR,TOR vs. SAS,44565,W,240,129,45,96,46.9,18,44,40.9,21,29,72.4,16,36,52,30,13,8,12,20,25,121.7,98.1,23.6,66.7,2.5,19.5,31.6,66.1,48.7,11.3,56.3,59.3,106,62.6
TOR,TOR vs. NYK,44563,W,240,120,41,86,47.7,13,34,38.2,25,30,83.3,11,33,44,21,9,5,17,27,15,120,106.1,13.9,51.2,1.24,15,43.5,75.6,59.3,17,55.2,60.5,99.5,56.6
TOR,TOR vs. LAC,44561,W,240,116,40,96,41.7,11,35,31.4,25,33,75.8,18,36,54,19,8,4,7,18,8,118.4,113.7,4.7,47.5,2.71,13.6,40.7,87.8,60,7.1,47.4,52.5,96.5,50
TOR,TOR vs. PHI,44558,L,240,109,38,87,43.7,15,41,36.6,18,22,81.8,9,34,43,24,7,5,10,24,-5,114.7,121.3,-6.5,63.2,2.4,17.9,30,80,53.7,10.5,52.3,56.4,94.5,46.5
TOR,TOR @ CLE,44556,L,240,99,37,89,41.6,9,36,25,16,23,69.6,11,32,43,24,11,3,21,13,-45,90.8,132.1,-41.3,64.9,1.14,16.6,23.2,66,43.4,19.3,46.6,49.9,109,33.5
TOR,TOR vs. GSW,44548,W,240,119,45,90,50,14,38,36.8,15,23,65.2,12,29,41,26,13,3,11,21,19,125.3,104.2,21.1,57.8,2.36,19.1,29.4,66,46.9,11.6,57.8,59.4,95.5,56
TOR,TOR @ BKN,44544,L,265,129,48,105,45.7,18,52,34.6,15,19,78.9,13,28,41,26,6,6,12,21,-2,117.3,121.3,-4,54.2,2.17,17,30,57.1,43.1,10.9,54.3,56.9,98.72,46.1
TOR,TOR vs. SAC,44543,W,240,124,53,98,54.1,11,31,35.5,7,10,70,8,38,46,28,10,8,10,19,23,124,100,24,52.8,2.8,19.9,27.1,65.6,48.6,10,59.7,60.5,100.5,63.1
TOR,TOR vs. NYK,44540,W,240,90,30,87,34.5,12,35,34.3,18,23,78.3,12,36,48,21,9,7,8,19,3,98.9,94.6,4.3,70,2.63,16.4,27.1,67.3,46.5,8.8,41.4,46.3,91.5,52.2
TOR,TOR vs. OKC,44538,L,240,109,42,93,45.2,15,41,36.6,10,15,66.7,13,33,46,27,6,5,13,19,-1,111.2,112.2,-1,64.3,2.08,19.3,28.3,74.5,50,13.3,53.2,54.7,98,47.3
TOR,TOR vs. WAS,44535,W,240,102,38,85,44.7,8,23,34.8,18,24,75,10,37,47,22,3,1,8,24,12,110.9,96.8,14.1,57.9,2.75,17.3,26,84.4,53.7,8.7,49.4,53.4,92.5,53.1
TOR,TOR vs. MIL,44532,W,240,97,37,88,42,14,40,35,9,14,64.3,15,32,47,23,10,7,14,24,4,109,103.3,5.7,62.2,1.64,17.3,38.9,59.6,49.5,15.7,50,51.5,89.5,54.1
TOR,TOR vs. MEM,44530,L,240,91,36,91,39.6,10,39,25.6,9,12,75,11,33,44,14,7,9,18,21,-7,91.9,99,-7.1,38.9,0.78,10.9,29.1,62.7,46.5,18.2,45.1,47.3,99,40
TOR,TOR vs. BOS,44528,L,240,97,35,93,37.6,13,42,31,14,16,87.5,14,30,44,19,6,5,11,24,-12,100,111.2,-11.2,54.3,1.73,14.5,25,62,41.8,11.3,44.6,48.5,97.5,40.1
TOR,TOR @ IND,44526,L,240,97,37,89,41.6,7,30,23.3,16,22,72.7,13,28,41,17,8,3,11,18,-17,103.2,120,-16.8,45.9,1.55,13.4,28.6,56.9,42.1,11.7,45.5,49.1,94.5,38.5
TOR,TOR @ MEM,44524,W,240,126,47,89,52.8,14,30,46.7,18,21,85.7,11,23,34,25,8,4,10,20,13,132.6,120.2,12.4,53.2,2.5,18.4,35.6,66.7,50.6,10.5,60.7,64.1,94.5,53.6
TOR,TOR @ GSW,44521,L,240,104,39,99,39.4,15,37,40.5,11,20,55,18,29,47,25,7,4,11,21,-15,109.5,122.7,-13.2,64.1,2.27,17.5,35.4,73.2,50,11.6,47,48.2,96,38
TOR,TOR @ SAC,44519,W,240,108,38,84,45.2,12,31,38.7,20,24,83.3,13,40,53,20,9,9,17,24,19,113.7,93.7,20,52.6,1.18,15,37.5,72.4,56.6,17.9,52.4,57.1,95,64
TOR,TOR @ UTA,44518,L,240,103,39,94,41.5,10,38,26.3,15,17,88.2,14,21,35,24,10,3,13,13,-16,105.1,121.4,-16.3,61.5,1.85,17.3,32.1,61.1,43.5,13.3,46.8,50.7,98,39.6
TOR,TOR @ POR,44515,L,240,113,41,89,46.1,15,33,45.5,16,18,88.9,12,27,39,20,7,2,11,17,-5,121.5,125.5,-4,48.8,1.82,15.7,30.6,73.7,49.4,11.8,54.5,58.3,93.5,44.7
TOR,TOR vs. DET,44513,L,240,121,44,87,50.6,13,34,38.2,20,31,64.5,15,24,39,21,9,1,13,25,-6,124.7,132.3,-7.5,47.7,1.62,15.2,41.7,70.3,54.1,13.4,58,60.1,96.5,42.8
TOR,TOR @ PHI,44511,W,240,115,42,96,43.8,14,33,42.4,17,17,100,16,31,47,25,10,7,12,18,6,118.6,112.4,6.2,59.5,2.08,17.5,38.9,72.9,54.9,12.4,51,55.6,97,50.2
TOR,TOR @ BOS,44510,L,240,88,33,77,42.9,6,25,24,16,19,84.2,6,35,41,20,8,8,18,17,-16,89.8,105.1,-15.3,60.6,1.11,15.9,18.2,64.8,43.9,18.4,46.8,51.5,98.5,45.6
TOR,TOR vs. BKN,44507,L,240,103,41,87,47.1,7,30,23.3,14,18,77.8,8,27,35,23,10,6,8,16,-13,109.6,123.4,-13.8,56.1,2.88,18.1,20.8,70.7,43.8,8.5,51.1,54.3,94,45.1
TOR,TOR vs. CLE,44505,L,240,101,42,99,42.4,12,27,44.4,5,9,55.6,19,26,45,20,10,8,10,19,-1,111,113.3,-2.3,47.6,2,14.7,43.9,59.6,51,11,48.5,49,90.5,48.9
